"TIME_PERIOD","REF_AREA","MEASURE","UNIT_MEASURE","MEASURE_PRINCIPLE","ACCOUNTING_ENTRY","TYPE_ENTITY","FDI_COMP","SECTOR","COUNTERPART_AREA","LEVEL_COUNTERPART","ACTIVITY","FREQ","FDI_COLLECTION_ID","obsValue","UNIT_MULT","CURRENCY","OBS_STATUS","CONF_STATUS","DECIMALS"
"2021","CHL","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","IMN","_Z","_T","A","CTRY_IND",NA,"6","USD","A","N","2"
"2021","HUN","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","VGB","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","SVK","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","CYM","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","AUT","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","LBR","_Z","_T","A","CTRY_IND",NA,"6","USD","A","N","2"
"2021","NOR","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","IRQ","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","CHE","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","PNG","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","CZE","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","ARM","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","EST","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","MYS","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","AUS","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","KIR","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","SWE","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","PRT","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","CZE","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","JEY","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","USA","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","S3","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","NOR","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","ECU","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","GBR","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","AZE","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","KOR","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","SYC","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","DNK","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","MNG","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","CHE","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","TZA","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","HUN","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","MAR","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","AUS","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","MWI","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","LVA","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","ODAF","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","KOR","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","BWA","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","DEU","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","PNG","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","LTU","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","SVN","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","BEL","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","ZAF","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","CHE","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","BHS","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","EST","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","LBR","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","EST","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","SMR","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","KOR","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","ISL","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","DEU","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","HTI","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","CHE","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","POL","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","SVK","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","UZB","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","CHE","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","NPL","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","CHE","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","IDN","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","HUN","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","ARM","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","BEL","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","NOR","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","BEL","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","CMR","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","NOR","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","QAT","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","CHE","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","CIV","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","BEL","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","ISR","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","CHE","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","JOR","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","HUN","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","VNM","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","BEL","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","ODAE","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","AUS","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","KAZ","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","USA","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","GUY","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","AUS","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","BFA","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","CHE","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","MDG","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","CZE","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","EST","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","EST","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","IRQ","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","HUN","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","XKV","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","IRL","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","GULF","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","NZL","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","MYS","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","NOR","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","ISR","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","BEL","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","URY","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","LTU","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","KOR","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","NOR","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","MLI","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","AUS","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","BMU","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","BEL","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","AUT","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","DNK","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","LBR","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","LTU","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","ECU","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","NOR","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","ETH","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","LTU","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","JPN","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","CHE","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","GIB","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","NOR","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","LBY","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","USA","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","ZAF","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","USA","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","ROU","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","CHE","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","ZAF","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","SVK","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","VNM","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","AUS","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","BRA","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","BEL","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","MAC","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","AUS","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","ITA","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","CHE","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","VEN","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","CHE","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","COD","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","DNK","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","LBN","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","BEL","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","HUN","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","USA","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","BGR","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","EST","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","PAK","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","SVK","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","O","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","IRL","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","MAC","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","DEU","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","BTN","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","IRL","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","ASEAN","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","CHE","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","HTI","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","KOR","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","EST","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","DNK","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","CYM","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","BEL","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","AUS","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","LTU","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","AIA","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","EST","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","TTO","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","GBR","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","LIE","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","NOR","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","BRA","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","GBR","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","VEN","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","SVK","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","IND","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","DNK","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","BHR","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","CHE","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","SRB","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","EST","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","JEY","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","CZE","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","S3","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","SVK","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","F","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","CZE","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","BHR","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","CHE","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","COD","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","NOR","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","PER","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","CZE","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","DMA","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","LVA","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","GEO","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","CHE","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","GIN","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","CHE","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","GNB","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","FIN","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","JEY","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","AUS","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","SWE","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","IRL","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","CZE","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","GBR","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","BRN","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","IRL","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","UKR","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","GBR","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","MUS","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","GBR","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","CUB","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","NZL","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","COK","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","CZE","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","VGB","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","DEU","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","ZMB","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","CHE","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","UGA","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","KOR","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","AFG","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","NZL","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","HKG","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","NZL","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","ARG","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","LTU","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","AND","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","USA","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","YEM","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","HUN","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","DNK","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","CHE","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","GNQ","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","SWE","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","ZAF","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","GBR","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","JAM","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","HUN","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","BLZ","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","CHE","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","MHL","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","IRL","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","MNE","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","CHE","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","ISL","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","CHE","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","HND","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","USA","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","S","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","CHE","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","SEN","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","AUS","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","NPL","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","GBR","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","GUY","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","CHE","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","IMN","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","AUS","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","KWT","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","CHE","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","GIN","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","SVK","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","HRV","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","CHE","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","PSE","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","HUN","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","EGY","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","EST","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","PRK","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","GBR","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","KEN","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","KOR","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","VIR","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","GBR","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","UZB","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","EST","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","BFA","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","CHE","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","AND","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","AUS","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","FIN","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","DNK","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","RUS","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","NOR","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","BEN","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","USA","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","PAK","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","CZE","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","IRL","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","SVK","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","AUS","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","AUS","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","GRC","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","BEL","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","TUR","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","LTU","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","SYC","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","CZE","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","JEY","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","HUN","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","PHL","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","CHE","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","ARM","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","CHE","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","BDI","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","USA","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","GIN","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","USA","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","E_X","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","DNK","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","BRA","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","NOR","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","IMN","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","CHE","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","ASEAN","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","BEL","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","RUS","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","AUS","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","AUT","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","CHE","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","IMN","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","NZL","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","F98","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","CHE","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","SSD","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","CHE","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","COM","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","SWE","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","TZA","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","SWE","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","GRC","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","BEL","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","MOZ","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","NZL","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","VGB","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","CHE","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","AND","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","SWE","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","S3","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","NOR","T_D4P_F","USD_EXC","DI","NET_FDI","_Z","D","S1","CHL","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
"2021","BEL","T_D4P_F","USD_EXC","DO","NET_FDI","_Z","D","S1","LBN","_Z","_T","A","CTRY_IND",NA,"6","USD","A","C","2"
